OG0004000	GO:0005856,GO:0031032,GO:0008092
OG0007291	GO:0016491,GO:0030151,GO:0005739,GO:0006790,GO:0008482,GO:0020037,GO:0043546
OG0007521	GO:0005515,GO:0007015,GO:0015629,GO:0051015
OG0006571	GO:0003735,GO:0005762,GO:0005739,GO:0005840,GO:0006412
OG0006636	GO:0071013
OG0006399	GO:0005634,GO:0006355,GO:0005515,GO:0003714,GO:0005667,GO:0090090
OG0007277	GO:0005794
OG0007370	GO:0005515
OG0007428	GO:0009058
OG0007349	GO:0043325,GO:0048268,GO:0051015,GO:0080025,GO:0003779,GO:0005543,GO:0006897,GO:0007015,GO:0030136,GO:0030276,GO:0030864,GO:0032051,GO:0035615
OG0007198	GO:0004842,GO:0005515,GO:0005737,GO:0006511,GO:0016567,GO:0030514,GO:0043161,GO:0061630
OG0006557	GO:0005524,GO:0004674,GO:0004672,GO:0006468,GO:0000287,GO:0035556
OG0005758	GO:0048856,GO:0050840,GO:0005515,GO:0005509,GO:0005518,GO:0005615
OG0004894	GO:0004489,GO:0006555,GO:0005829,GO:0009086,GO:0035999,GO:0071949
OG0007600	GO:0005886,GO:0072659
OG0005909	GO:0005515,GO:0007015,GO:0016477
OG0005916	GO:0003677,GO:0000978,GO:0000981,GO:0005634,GO:0006355,GO:0006357
OG0005679	GO:0001669,GO:0030317,GO:0031514,GO:0060271
OG0004974	GO:0005634,GO:0006357
OG0007199	GO:0000387,GO:0005681,GO:0005829,GO:0034715,GO:0045292
OG0007508	GO:1904668,GO:1905786,GO:1990757,GO:0005515,GO:0005680,GO:0010997,GO:0031145,GO:0097027
OG0006493	GO:0005634,GO:0006355,GO:0008270,GO:0003677,GO:0003707,GO:0043565,GO:0003700
OG0005845	GO:0000900,GO:0005737,GO:0017148,GO:0030371,GO:0045947
OG0006479	GO:0005515,GO:0030490,GO:0030515,GO:0032040,GO:0034388
OG0004967	GO:0006367,GO:0005673,GO:0001097
OG0005773	GO:0005739,GO:0006107,GO:0006528,GO:0006541,GO:0050152,GO:0016811
OG0005838	GO:0016020,GO:0022857,GO:0055085,GO:0003333,GO:0015179
OG0006802	GO:0018216,GO:0006338,GO:0016274,GO:0019919,GO:0034969,GO:0042054,GO:0070611
OG0007522	GO:0000981,GO:0006355,GO:0000977,GO:0006357,GO:0003677
OG0005687	GO:0008061,GO:0005576
OG0004981	GO:0005515
OG0007285	GO:0043248,GO:0005829
OG0007436	GO:0005515,GO:0000978,GO:0003700,GO:0005634,GO:0006357
OG0005852	GO:0016020,GO:0045595
OG0007429	GO:0051015,GO:0003774,GO:0016459,GO:0005524,GO:0000146,GO:0005737,GO:0005886,GO:0005902,GO:0006897,GO:0007015,GO:0015629,GO:0016020,GO:0030048
OG0007357	GO:0005525,GO:0000054,GO:0003924,GO:0005829
OG0005924	GO:0004930,GO:0007186,GO:0016020,GO:0004888,GO:0007166
OG0007450	GO:0005283,GO:0005886,GO:0006865,GO:0016020,GO:0015179,GO:0015187,GO:0035725,GO:0071705,GO:0089718
OG0007292	GO:0003924,GO:0005525
OG0006644	GO:0005335,GO:0015842,GO:0022857,GO:0030672,GO:0043195,GO:0055085
OG0006558	GO:0022857,GO:0016020,GO:0055085
OG0006723	GO:0005085,GO:0005737
OG0006565	GO:0004531,GO:0006259,GO:0006309
OG0005931	GO:0003735,GO:0005840,GO:0006412
OG0007443	GO:0005515,GO:0005546,GO:0051015,GO:0005634,GO:0005737,GO:0008154,GO:0015629,GO:0030239,GO:0051014,GO:0051016
OG0006730	GO:0003677,GO:0005634,GO:0005737,GO:0032922,GO:0043153,GO:0045892,GO:0071949
OG0006651	GO:0008146
OG0007371	GO:0005515
OG0006637	GO:0003677,GO:0005666,GO:0006383,GO:0042797
OG0007278	GO:0003676
OG0006572	GO:0005515,GO:0007064
OG0005759	GO:0043874,GO:0000287,GO:0019509
OG0007523	GO:0003723,GO:0004525,GO:0006364,GO:0030422,GO:0031054,GO:0006396,GO:0005524,GO:0005515,GO:0016891,GO:0090501,GO:0003676,GO:0004530,GO:0005634,GO:0005737,GO:0006309,GO:0070578
OG0005846	GO:0005783,GO:0006874
OG0006652	GO:0004518,GO:0034477,GO:0000175,GO:0005634
OG0006494	GO:0016758,GO:0006486,GO:0016020,GO:0000139,GO:0006493,GO:0008194,GO:0016757
OG0004968	GO:0003723,GO:0003735,GO:0022625,GO:0042273,GO:0005840,GO:0006412
OG0006803	GO:0055087,GO:0005515,GO:0006401,GO:0034427
OG0007437	GO:0003924,GO:0005525,GO:0032486,GO:0007165,GO:0016020
OG0006580	GO:0000139,GO:0005789,GO:0022857,GO:0046963,GO:0046964,GO:0055085
OG0006638	GO:0044545,GO:0045944
OG0007516	GO:0046856,GO:0016791,GO:0001726,GO:0004439,GO:0005737,GO:0005886
OG0006731	GO:0005548,GO:0015914,GO:0005737,GO:0008525,GO:0008526,GO:0031210,GO:0035091
OG0005932	GO:0005515
OG0006559	GO:0016020,GO:0022857,GO:0055085
OG0005860	GO:0001934,GO:0005634,GO:0006974,GO:0008283,GO:0005515
OG0005918	GO:0004930,GO:0007186,GO:0016020,GO:0005886,GO:0007189,GO:0007190,GO:0008528,GO:0009755,GO:0016500,GO:0005515
OG0007293	GO:0140662,GO:0005524,GO:0006457,GO:0051082
OG0007444	GO:0003735,GO:0005763,GO:0015935,GO:0006412,GO:0008168
OG0005839	GO:0005739
OG0006810	GO:0003676,GO:0008270
OG0005767	GO:0005515
OG0007509	GO:0000724,GO:0003697,GO:0005634,GO:0030915
OG0005695	GO:0015630,GO:0016887,GO:0005524,GO:0008568
OG0006717	GO:0003735,GO:0005762,GO:0006412
OG0006724	GO:0004842,GO:0046872,GO:0016567,GO:0061630
OG0004889	GO:0005737,GO:0005778,GO:0016020
OG0004975	GO:0005886,GO:0046854,GO:0072659
OG0004896	GO:0005515,GO:0034657,GO:0043161
OG0007372	GO:0005953,GO:0005965,GO:0018343,GO:0008318,GO:0018344,GO:0018342,GO:0004660,GO:0004662,GO:0005737
OG0006645	GO:0032981,GO:0005743
OG0007451	GO:0005262,GO:0016020,GO:0070588,GO:0005219,GO:0006816,GO:0005515,GO:0005216,GO:0006811,GO:0055085,GO:0006874,GO:0005790,GO:0006941,GO:0014808,GO:0030018,GO:0033017,GO:0034704,GO:0042383
OG0007517	GO:0004672,GO:0006468,GO:0004714,GO:0005886,GO:0005509,GO:0007169,GO:0016020,GO:0007275,GO:0007156,GO:0033674,GO:0043235,GO:0004713,GO:0005524
OG0007445	GO:0008053,GO:0016020,GO:0016559,GO:0031966,GO:0048312,GO:0005525,GO:0003924,GO:0000266,GO:0005737,GO:0005758,GO:0005874,GO:0006897,GO:0008017
OG0006725	GO:0003723,GO:0003729,GO:0010494,GO:0034063
OG0005854	GO:0016567,GO:0080008
OG0007359	GO:0005758
OG0005847	GO:0005515,GO:0009986,GO:0030182,GO:0005576,GO:0030414
OG0006646	GO:0005802,GO:0043001
OG0007294	GO:0004674,GO:0004672,GO:0005524,GO:0006468
OG0007524	GO:0003735,GO:0005840,GO:0006412
OG0004983	GO:0043486,GO:0005634,GO:0045892,GO:0000122,GO:0000812,GO:0003714,GO:0006281,GO:0006338,GO:0035267
OG0004897	GO:0046982,GO:0005634,GO:0006261,GO:0006338,GO:0008623
OG0004990	GO:0005615,GO:0030020,GO:0030198,GO:0031012,GO:0062023
OG0005768	GO:0004019,GO:0005737,GO:0006164,GO:0044208,GO:0000166,GO:0046040,GO:0005525
OG0006732	GO:0005096,GO:0031267,GO:0043087
OG0006718	GO:0003735,GO:0005840,GO:0006412,GO:0015935,GO:0022627,GO:0003723
OG0007531	GO:0002098,GO:0033588,GO:0005737,GO:0008023
OG0006653	GO:0016020,GO:0005783,GO:0007029
OG0007603	GO:0099509,GO:1900271,GO:0005509,GO:0005634,GO:0005829,GO:0030425,GO:0043005,GO:0043195,GO:0045202,GO:0051480
OG0005696	GO:0005634,GO:0042255,GO:0003723
OG0005933	GO:0016020,GO:1901642,GO:0005337,GO:0005886
OG0005782	GO:0003682,GO:0007062,GO:0008278,GO:1990414,GO:0005515
OG0007373	GO:0004142,GO:0004307,GO:0005789,GO:0005794,GO:0006646,GO:0008654,GO:0016020,GO:0016780
OG0006488	GO:0003723,GO:0006396,GO:0000395
OG0006567	GO:0046498,GO:0046500,GO:0051289,GO:1901052,GO:1904047,GO:0017174,GO:0005829,GO:0006111,GO:0006730,GO:0016594,GO:0042802
OG0005689	GO:0005515
OG0006660	GO:0005737,GO:0005739,GO:0015267,GO:0016020,GO:1901858
OG0005861	GO:0005096,GO:0090630
OG0007287	GO:0005515,GO:0005085,GO:0005737,GO:0001664,GO:0007186
OG0006811	GO:0005634,GO:0005737,GO:0005794,GO:0038203,GO:0045202,GO:0048172
OG0007438	GO:0005783,GO:0006506
OG0005919	GO:0016020,GO:0004930,GO:0007186,GO:0005886,GO:0043410,GO:0071880
OG0006740	GO:0005515
OG0007446	GO:0003723,GO:0003746,GO:0043022,GO:0045901,GO:0045905
OG0006575	GO:0003723,GO:0003725,GO:0020037,GO:0031053,GO:0042802,GO:0070877,GO:0070878
OG0004977	GO:0005783
OG0005941	GO:0005737,GO:0005886
OG0005862	GO:0000398,GO:0005681
OG0006496	GO:0006289,GO:0016818,GO:0003677,GO:0005524,GO:0003678,GO:0005634,GO:0003676,GO:0004386,GO:0006139,GO:0006366,GO:0045951,GO:0003684
OG0005855	GO:0006631,GO:0000062,GO:0005737
OG0007518	GO:0005524,GO:0007018,GO:0008017,GO:0003777
OG0005927	GO:0007156,GO:0016020,GO:0005509,GO:0005886,GO:0007155
OG0006661	GO:0016887,GO:0005524,GO:0016020,GO:0140359,GO:0055085,GO:0042626
OG0004991	GO:0005737
OG0007611	GO:0006506,GO:0000506,GO:0017176,GO:0016757
OG0007381	GO:0003677,GO:0003899,GO:0042797,GO:0005665,GO:0005666,GO:0005736,GO:0006351,GO:0008270,GO:0006360,GO:0006366,GO:0001054,GO:0001055,GO:0001056
OG0007460	GO:0072546
OG0007439	GO:0003924,GO:0005525
OG0007532	GO:0016020,GO:0005886
OG0006812	GO:0006367,GO:0005672,GO:0006366
OG0006805	GO:0005744,GO:0030150
OG0005697	GO:0016746,GO:0005777,GO:0008458
OG0007295	GO:0000398,GO:0071014
OG0005769	GO:0006355,GO:0003677,GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0030154
OG0005783	GO:0005525,GO:0003924
OG0007288	GO:0005634
OG0004984	GO:0003723,GO:0003676
OG0006654	GO:0005515,GO:0007165,GO:0005856
OG0007374	GO:0005524,GO:0006468,GO:0004691,GO:0005829,GO:0005952,GO:0004674,GO:0004672
OG0006647	GO:0003870,GO:0005739,GO:0006783,GO:0042541,GO:0048821,GO:0030170,GO:0033014,GO:0009058,GO:0005759,GO:0006778
OG0007604	GO:0016020,GO:0030672,GO:0031594
OG0005848	GO:0008285,GO:0032007,GO:0033596,GO:0051726
OG0005934	GO:0005515,GO:0004842,GO:0005634,GO:0005737,GO:0034657,GO:0043161,GO:0061630
OG0006489	GO:0050113,GO:0005506,GO:0005737,GO:0019310
OG0006582	GO:0005737,GO:0005515
OG0007540	GO:0001054,GO:0003899,GO:0006351,GO:0005736,GO:0003677
OG0006727	GO:0004657,GO:0005739,GO:0006562,GO:0010133,GO:0071949
OG0006820	GO:0005634,GO:0006357,GO:0031491,GO:0042393
OG0005942	GO:0005739,GO:0032981
OG0005784	GO:0006364,GO:0019843,GO:0000027,GO:0030687
OG0005928	GO:0005634,GO:0006368,GO:0070449
OG0005791	GO:0004812,GO:0005524,GO:0006418,GO:0017101,GO:0004827,GO:0005737,GO:0000166,GO:0006433,GO:0043039,GO:0004818,GO:0006424,GO:0006412
OG0007454	GO:0016020,GO:0042765,GO:0016255
OG0006590	GO:0005783,GO:0016409,GO:0016746,GO:0018345
OG0005856	GO:0003712,GO:0006357,GO:0016592,GO:0070847
OG0006576	GO:0007608,GO:0016020,GO:0004984,GO:0005549,GO:0005886,GO:0050911
OG0006741	GO:0005739,GO:0006749,GO:0050313,GO:0070813
OG0007289	GO:0022857,GO:0055085,GO:0008028,GO:0015718
OG0005777	GO:0000149,GO:0006836,GO:0016079,GO:0019905,GO:0031201,GO:0043195,GO:0046928
OG0004899	GO:0005680,GO:0090266
OG0006734	GO:0005068,GO:0005886,GO:0007165,GO:0035556,GO:0035591
OG0007612	GO:0005515,GO:0005737,GO:0005886
OG0006497	GO:0003341,GO:0005737,GO:0036158,GO:0036159,GO:0045505,GO:0005515
OG0006655	GO:0042543
OG0004985	GO:0008010,GO:0062129
OG0005863	GO:0046907,GO:0006611
OG0007375	GO:0055085
OG0007296	GO:0000727,GO:0003682,GO:0003688,GO:0003697,GO:0006270,GO:0031261,GO:1902977
OG0007461	GO:0016020,GO:0005886
OG0007382	GO:0006915,GO:0042981
OG0004978	GO:0051604,GO:0097428
OG0005849	GO:0005884,GO:0032432,GO:0051015,GO:0005509,GO:0005515,GO:0051017,GO:0051639,GO:0005737
OG0006662	GO:0003712,GO:0006357,GO:0016592
OG0004992	GO:0003684,GO:0006281,GO:0016779,GO:0017125,GO:0042276,GO:0070987,GO:0003887,GO:0005634
OG0007447	GO:0003924,GO:0005525,GO:0032484,GO:0032794,GO:0043124
OG0007526	GO:0005743,GO:0007005,GO:0055088
OG0006648	GO:0005524,GO:0016301
OG0007368	GO:0004672,GO:0006468,GO:0005524,GO:0004713
OG0006583	GO:0005515,GO:0008289,GO:0044233,GO:0051560,GO:1990456
OG0006813	GO:0005509
OG0005792	GO:0016281,GO:0003723,GO:0003743,GO:0006413,GO:0000340
OG0006821	GO:0005096
OG0006900	GO:0035529,GO:0047631,GO:0051287,GO:0016787
OG0005857	GO:0005856,GO:0007165,GO:0005515,GO:0005096,GO:0005737
OG0007534	GO:0005515,GO:0005929,GO:0030991,GO:0035721,GO:0060271
OG0007455	GO:0032040,GO:0042274,GO:0003735,GO:0005840,GO:0006412,GO:0006364,GO:0022627,GO:0030686
OG0006649	GO:0005509,GO:0005112,GO:0007219
OG0005785	GO:0005515,GO:0006364,GO:0032040,GO:0034388
OG0007613	GO:0005778,GO:0007031,GO:0008270,GO:0016558
OG0006814	GO:0005515
OG0007369	GO:0000281,GO:0000776,GO:0005634,GO:0030496,GO:0032133,GO:0051257,GO:0051310,GO:1990385
OG0006728	GO:0008253
OG0006807	GO:0004843,GO:0016579
OG0007620	GO:0005509
OG0006591	GO:0003755,GO:0003677,GO:0006364
OG0007390	GO:0005515,GO:0005634,GO:0016567,GO:0051092,GO:0061630
OG0007462	GO:0003700,GO:0006355,GO:0043565,GO:0000981,GO:0005634,GO:0006357,GO:0030154
OG0006735	GO:0000724,GO:0008821,GO:0017108,GO:0033557,GO:0006281
OG0007527	GO:0005737,GO:0006469,GO:0032007,GO:0048011
OG0004993	GO:0003723,GO:0000381,GO:0000398,GO:0003729,GO:0005654,GO:0048024,GO:1990247
OG0006663	GO:0016226,GO:0005739,GO:1990221
OG0006584	GO:0005515,GO:0005178,GO:0005615,GO:0007155,GO:0045597
OG0006670	GO:0004588,GO:0006221,GO:0004590,GO:0006207,GO:0044205,GO:0006222,GO:0019856
OG0007448	GO:0006629,GO:0016020,GO:0080132,GO:0005783,GO:0006631,GO:0005506,GO:0008610,GO:0016491
OG0005699	GO:0098662,GO:0006812,GO:0015297,GO:0016020,GO:0055085,GO:1902600
OG0005864	GO:0000978,GO:0000981,GO:0006357
OG0007376	GO:0000439,GO:0006289,GO:0006351
OG0006742	GO:0005739,GO:0045454
OG0006498	GO:0006428,GO:0000166,GO:0004822,GO:0005524,GO:0004812,GO:0006418,GO:0002161,GO:0000049
OG0005950	GO:0005524,GO:0015937,GO:0003824,GO:0009058,GO:0004140
OG0004979	GO:0005515
OG0004986	GO:0005515,GO:0004672,GO:0006468,GO:0004713,GO:0005524
OG0006577	GO:0016020,GO:1902936
OG0005778	GO:0016817,GO:0003724,GO:0005524,GO:0000965,GO:0045025
OG0006656	GO:0016810,GO:0005737,GO:0016787,GO:0004157,GO:0005829,GO:0006208,GO:0016812
OG0005943	GO:0005737
OG0007297	GO:0008033,GO:0016740,GO:0016783,GO:0002143,GO:0005739
OG0007541	GO:0016887,GO:0005524
OG0006592	GO:0003924,GO:0005525
OG0007528	GO:0005737,GO:0006423,GO:0004817,GO:0005524,GO:0000166,GO:0004812,GO:0006418
OG0004994	GO:0015629,GO:0019722,GO:0030425,GO:0031175,GO:0051015,GO:0005515,GO:0005737,GO:0007015,GO:0014069
OG0006822	GO:0046983,GO:0000977,GO:0000981,GO:0006357,GO:0032502
OG0007542	GO:0009982,GO:0031119,GO:0001522,GO:0003723,GO:0009451
OG0006499	GO:0005515
OG0006901	GO:0004252,GO:0006508
OG0006664	GO:0003824,GO:0050660,GO:0005739,GO:0071949
OG0006750	GO:0003735,GO:0005840,GO:0006412
OG0005951	GO:0005739
OG0006815	GO:0032991
OG0006657	GO:0045893,GO:0071565,GO:0003677,GO:0005654,GO:0006338,GO:0006357,GO:0016514,GO:0031491,GO:0035060
OG0006743	GO:0005096,GO:0031267,GO:0043087
OG0005786	GO:0004420,GO:0015936,GO:0005515,GO:0008299,GO:0005778,GO:0005789,GO:0050661,GO:0016126,GO:0016616
OG0005793	GO:0016018,GO:0043231,GO:0000413,GO:0003755,GO:0005737,GO:0005739,GO:0006457
OG0006808	GO:0000139
OG0007535	GO:0035091,GO:0005769,GO:0006886,GO:0032456
OG0007607	GO:0012505
OG0005858	GO:0022889,GO:0055085,GO:0140300,GO:1990542,GO:0006811,GO:0015075,GO:0016020,GO:0005743,GO:0022857
OG0004987	GO:0000139,GO:0005789,GO:0022857,GO:0046963,GO:0046964,GO:0055085
OG0005779	GO:0007034
OG0007384	GO:0006811,GO:0016020,GO:0038023,GO:0015276,GO:0005216
OG0006736	GO:0003712,GO:0006355,GO:0016592
OG0007463	GO:0000978,GO:0003700,GO:0006357
OG0007470	GO:0004867,GO:0007155,GO:0031012
OG0007377	GO:0008092,GO:0031344
OG0005865	GO:0005243,GO:0005886,GO:0005921,GO:0007602
OG0007298	GO:0046873,GO:0005384,GO:0005794,GO:0015085,GO:0032468,GO:0032472,GO:0070588,GO:0071421
OG0006585	GO:0032508,GO:0003677,GO:0005524,GO:0016887,GO:0003697,GO:0005634,GO:0017116,GO:0042555
OG0007700	GO:0005765,GO:0005886,GO:0016020,GO:0031902,GO:0072594
OG0006578	GO:0016020,GO:0050911,GO:0004984,GO:0005549,GO:0007608,GO:0005886
OG0006751	GO:0009986,GO:0016477,GO:0045202,GO:0062023,GO:1905475,GO:0005886,GO:0009966,GO:0005576
OG0007457	GO:0005515,GO:0005085,GO:0031267
OG0005952	GO:0000976,GO:0048188,GO:0051568,GO:0005515
OG0005794	GO:0005829,GO:0006545,GO:0006567,GO:0008732,GO:0006520,GO:0016829
OG0005859	GO:0005262,GO:0005886,GO:0006874,GO:0008273,GO:0070588,GO:0016020,GO:0055085
OG0005880	GO:0000796,GO:0003682,GO:0005634,GO:0010032,GO:0030261,GO:0051306
OG0006658	GO:0008568,GO:0051013,GO:0005524,GO:0016887,GO:0015630,GO:0008017
OG0007392	GO:0003352,GO:0005858,GO:0005930,GO:0060285,GO:0070286
OG0007378	GO:0005814,GO:0005815,GO:0034451,GO:0060271,GO:0061511,GO:0071539
OG0006816	GO:0005315,GO:0006817,GO:0016020,GO:0035435
OG0007608	GO:0016491,GO:0004128,GO:0005737,GO:0005783,GO:0006801,GO:0020037
OG0006744	GO:0016579,GO:0004843,GO:0008270
OG0005873	GO:0005515
OG0007543	GO:0044614,GO:0005643,GO:0016973,GO:0000822,GO:0005543,GO:0005737,GO:0031369
OG0007536	GO:0003723,GO:0003676
OG0007529	GO:0002183,GO:0005852,GO:0003743,GO:0005737
OG0006830	GO:0005515
OG0007701	GO:0005737,GO:0034451,GO:0036158,GO:0036159,GO:0044458
OG0007615	GO:0005886,GO:0005911,GO:0050839,GO:0098609
OG0006672	GO:0005524,GO:0006281,GO:0140664,GO:0000400,GO:0000707,GO:0005657,GO:0007131,GO:0008821,GO:0033063,GO:0033065,GO:0016887,GO:0003677
OG0006809	GO:0030509,GO:0060395,GO:0070411,GO:0071144,GO:0005515,GO:0006355,GO:0005667,GO:0000978,GO:0000981,GO:0006357,GO:0009653,GO:0030154
OG0006593	GO:0005524,GO:0006468,GO:0004672,GO:0004697,GO:0004674
OG0007464	GO:0008270,GO:0005515,GO:0000398,GO:0003723,GO:0008380,GO:0071011,GO:0003676,GO:0005634
OG0006737	GO:0006468,GO:0005524,GO:0004672,GO:0005634,GO:0007094,GO:0051754
OG0006579	GO:0006424,GO:0008270,GO:0004812,GO:0005739,GO:0005524,GO:0043039,GO:0000166,GO:0004818,GO:0000049,GO:0006418
OG0004988	GO:0004407,GO:0016575,GO:0016581,GO:0031507,GO:0040029
OG0007550	GO:0046983,GO:0000977,GO:0000981,GO:0006357,GO:0032502
OG0005866	GO:0007165,GO:0005515,GO:0005096,GO:0016477,GO:0030030,GO:0046578,GO:0097060
OG0005946	GO:0005515
OG0006738	GO:0005739,GO:0006843,GO:0071913
OG0006680	GO:0012505
OG0007537	GO:0032367,GO:0015918,GO:0032934
OG0005788	GO:0030014
OG0006817	GO:0000049,GO:0002098,GO:0005634,GO:0005737,GO:0030488,GO:0106335,GO:0008757
OG0007630	GO:0000145,GO:0006887,GO:0005546,GO:0005886,GO:0006893
OG0007393	GO:0005549
OG0007616	GO:0005886,GO:0007156,GO:0008046,GO:0030424,GO:0043025,GO:0050808,GO:0005515
OG0005960	GO:0006620,GO:0051087,GO:0071816,GO:0071818,GO:0005515
OG0004996	GO:0008603,GO:0004862,GO:0005829,GO:0005952,GO:0030552,GO:0034236,GO:2000480,GO:0001932
OG0005795	GO:0070006,GO:0006508,GO:0008237,GO:0008270,GO:0005615,GO:0005737,GO:0016020,GO:0042277,GO:0043171
OG0005881	GO:0006506,GO:0016020,GO:0005783
OG0005867	GO:0006281,GO:0003677,GO:0003697,GO:0004222,GO:0005634,GO:0006974,GO:0031593
OG0005953	GO:0007155,GO:0051015,GO:0045296,GO:0005912,GO:0008013,GO:0016342,GO:0016477,GO:0098609,GO:0005198,GO:0015629
OG0006594	GO:0005096,GO:0005634,GO:0005829,GO:0006913,GO:0031267,GO:0048471,GO:0090630
OG0007702	GO:0016020
OG0007465	GO:0003735,GO:0005840,GO:0006412,GO:0005762,GO:0032543
OG0007458	GO:0004888,GO:0005216,GO:0016020,GO:0034220,GO:0005230,GO:0006811
OG0007386	GO:0003676,GO:0005524,GO:0003724
OG0007609	GO:0030544,GO:0051879,GO:0060548
OG0006824	GO:0005615,GO:0007155,GO:0030198,GO:0031012,GO:0050839,GO:0005515
OG0006752	GO:0007178,GO:0016020,GO:0004675,GO:0006468,GO:0005524,GO:0004672,GO:0043235,GO:0004674,GO:0071363,GO:0005886
OG0007379	GO:0140662,GO:0005524,GO:0006457,GO:0016887,GO:0051082
OG0007551	GO:0005515,GO:0005615,GO:0031012
OG0006666	GO:0051560,GO:1990246,GO:0005509,GO:0006851,GO:0036444
OG0006903	GO:0005737,GO:0016462,GO:0004309
OG0004989	GO:0004867
OG0006745	GO:0016788,GO:0005829,GO:0008310
OG0005947	GO:0005739,GO:0006083,GO:0008775,GO:0008410
OG0006681	GO:0005515,GO:0005829,GO:0006417,GO:0019887,GO:0034198
OG0005875	GO:0001664,GO:0005184,GO:0005576,GO:0007186,GO:0031395
OG0006832	GO:0005770,GO:0005794,GO:0007034,GO:0016197,GO:1901096
OG0007480	GO:0016020
OG0007710	GO:0008033,GO:1990180,GO:0003723,GO:0006396,GO:0016779,GO:0000049,GO:0001680,GO:0005739
OG0006904	GO:0016491,GO:0016620
OG0007459	GO:0005634,GO:0005739
OG0006746	GO:0007399,GO:0044782,GO:0045184,GO:0097541,GO:0005515
OG0005789	GO:0016020
OG0005961	GO:0016311,GO:0016791
OG0006667	GO:0000981,GO:0005634,GO:0006357
OG0006911	GO:0030132,GO:0006886,GO:0016192,GO:0006898,GO:0032051,GO:0045334,GO:0071439,GO:0005198,GO:0030130,GO:0005938,GO:0005515
OG0007545	GO:0003677,GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0030154,GO:0006355
OG0007394	GO:0003723,GO:0003676
OG0007466	GO:0006122,GO:0045275,GO:0005750
OG0007617	GO:0004377,GO:0005789,GO:0006487,GO:0006490,GO:0016020,GO:0016757
OG0006739	GO:0004983,GO:0007186,GO:0016020,GO:0004930,GO:0032870,GO:0042277,GO:0005886
OG0007473	GO:0008188,GO:0004930,GO:0007186,GO:0016020,GO:0005886,GO:0007218
OG0006760	GO:0005789,GO:0010508,GO:1904153,GO:1904240,GO:1904293
OG0006595	GO:0005515,GO:0005783,GO:0034975,GO:0051087,GO:0051787
OG0006825	GO:0005524,GO:0015937,GO:0004140
OG0007703	GO:0016706
OG0007538	GO:0004674,GO:0005524,GO:0006468,GO:0007165,GO:0004703,GO:0004672,GO:0001664,GO:0007186,GO:0009966
OG0006753	GO:0005524,GO:0007018,GO:0003777,GO:0008017
OG0007387	GO:0043565,GO:0006355,GO:0008270,GO:0003700,GO:0035076,GO:0035100,GO:0004879,GO:0003677,GO:0005634,GO:0000122,GO:0000978,GO:0030154,GO:0045944,GO:0090575
OG0007631	GO:0022857,GO:0055085,GO:0005765
OG0005948	GO:0006508,GO:0070006,GO:0005829,GO:0035551
OG0006675	GO:0042393,GO:0004402,GO:0005634,GO:0031509,GO:0006325
OG0007539	GO:0006003,GO:0003824,GO:0003873,GO:0006000,GO:0004331,GO:0005524,GO:0005829
OG0006912	GO:0005737,GO:0005874,GO:0005886,GO:0008017,GO:0016020,GO:0016185,GO:0031623,GO:0045202,GO:0005525,GO:0003924
OG0006840	GO:0007529,GO:0030425,GO:0045211,GO:0061599,GO:0072579,GO:0097112,GO:0098970,GO:0099572,GO:0032324,GO:0006777,GO:0005737,GO:0005829
OG0007711	GO:0072669
OG0006682	GO:0006366
OG0006754	GO:0005515,GO:0006891,GO:0034498,GO:0048193,GO:1990071
OG0007625	GO:0006366,GO:0003713,GO:0046982
OG0004998	GO:0005634,GO:0010468,GO:0045944
OG0007467	GO:0005524,GO:0005634,GO:0005829,GO:0006457,GO:0140662
OG0006589	GO:0005741,GO:0055085,GO:0008320,GO:0030150
OG0007388	GO:0003993,GO:0052745,GO:0016791
OG0006826	GO:0004109,GO:0006779,GO:0005737,GO:0006782
OG0007553	GO:0005739,GO:0006635,GO:0016746,GO:0016747
OG0007474	GO:0016787,GO:0005615,GO:0005764,GO:0006685,GO:0008081,GO:0046513,GO:0061750
OG0006668	GO:0070059,GO:1990604,GO:0004540,GO:0004672,GO:0006397,GO:0005524,GO:0006468,GO:0005515,GO:0004521,GO:0004674,GO:0030968,GO:0036498,GO:0051082
OG0006747	GO:0006468,GO:0004674,GO:0007165,GO:0061762,GO:0004672,GO:0005524
OG0007546	GO:0051536,GO:0140663,GO:0005524,GO:0016226,GO:0051539,GO:0005829
OG0005876	GO:0006397,GO:0003723,GO:0003676,GO:0005634
OG0007704	GO:0033014,GO:0004418,GO:0005737,GO:0006783,GO:0018160
OG0005869	GO:0031267,GO:0006886,GO:0005049,GO:0005643,GO:0005737,GO:0006611,GO:0051169
OG0007618	GO:0071986,GO:0001919,GO:0007040,GO:0016197,GO:0031902,GO:0005085,GO:0032008,GO:0005765,GO:0042632,GO:0043410,GO:0060090,GO:0045121,GO:0071230
OG0006596	GO:0003735,GO:0005840,GO:0006412
OG0006833	GO:0003723,GO:0003729,GO:0005634,GO:0005737,GO:0003676
OG0005890	GO:0016592,GO:0003713,GO:0006357
OG0006761	GO:0031179,GO:0005975,GO:0005886
OG0007481	GO:0006567,GO:0008743
OG0005891	GO:0008270,GO:0030127,GO:0006886,GO:0006888,GO:0005096,GO:0090114,GO:0070971,GO:0090110
